Index,Title,Price,Ratings,NumberOfReviews,ASIN,URL,Manufacturer,Description
62,"Golden Wolf Backpack with Rain Cover Anti-theft Backpack with Lock 15.6-inch Laptop Bag Multi-pockets with USB Port for Business Travel College,Dark Grey","₹1,999",4.3,"3,626",B08HM4TQZZ,https://www.amazon.in/Hoteon-Backpack-Anti-Theft-Earphone-Resistant/dp/B08HM4TQZZ/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1697891085&sprefix=ba%2Caps%2C283&sr=8-50,ah arctic hunter,"Previous pageHigh quality Anti-theft locks can better protect your items.Fashion metal logo,improve overall appearance quality.High quality fabric makes the backpack very water-resistant and wear-resistant.The card pocket and glasses strap make it easy for you to access items at any time.USB port and Headphone Jack offers quick access to charge your USB devices and listen to music.Next page1Anti-theft Design2Fashion Logo3High-Quality Fabric4Shoulder Strap5USB Charging PortPrevious pageit built in a 15.6-inch compartment.Next page1Multi-Level Organizer2Main pocket3Front Pocket4Document pocketArctic Hunter Laptop&Travel BackpackGB00375 BackpackAH-B00113C BackpackAH-B00345 BackpackGW-GB00397 BackpackAH-B00451 BackpackAH-B00208 BackpackAH-B00492 BackpackProduct Dimensions46cm*29cm*12cm47cm*35cm*17cm43cm*30cm*15cm46cm*31cm*18cm45cm*27cm*15cm48cm*32cm*16cm45cm*28cm*17.5cmStorage Capacity25L28L32L38L20L25L30LWeight810g920g1450g1110g860g1100g1500gMaterialPolyesterPolyesterPolyesterPolyesterPolyester, EVAPolyester, PVC FilmPolyesterLaptop Size15.6 inch15.6 inch15.6 inch15.6 inch15.6 inch15.6 inch15.6 inchProduct FeaturesRain Cover, Locking, USB PortLaptop Compartment, USB PortWater-resistant, ExpandableLocking, Expandable,USB PortLocking, Water-resistantLocking, Laptop CompartmentLaptop Tablet CompartmentProduct FeaturesLaptop Pocket, Bottle HolderBollet Holder, Sunglass HolderLaptop Compartment,ConvertibleConverible, Water-resistantRemovable pouch,Trolley StrapTablet Compartment,Water-resistant, Trolley StrapProduct FeaturesTrolley Strap,Sunglass Holderrolley Sleeve,Cellphone HolderTablet Compartment, USB PortUSB Port，Sunglass HolderLaptop Tablet Pocket, USB PortUSB Port,Scratch-resistantScratch-resistant"
63,ADISA 31 Ltrs Casual Backpack School College Bag Pack,₹349- ₹375,4.0,360,B0BX3QFVSM,https://www.amazon.in/ADISA-Casual-Backpack-College-BP046-NAV_Navy/dp/B0BX3QFVSM/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1697891085&sprefix=ba%2Caps%2C283&sr=8-51,ADISA,"Light weight and spacious casual backpack with 2 compartments and 1 front easy-access pocket. The front and back of the backpack are fully padded for cushioning. It has organiser for pens, visiting cards, etc along with space for carrying papers, files, books, etc. It is spacious enough to keep all your stuff. It has provision for holding bottles/unmrella on both sides and has adjustable padded shoulder straps for your comfort. The logo of the bag is Reflective so it will glow when light hits it which is a very important safety feature, specially when on road."
64,ADISA 32L large laptop backpack office bag college travel back pack with rain cover,₹449- ₹563,3.8,509,B0BPVCBFM7,https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1697891085&sprefix=ba%2Caps%2C283&sr=8-52,ADISA,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover."
65,"TRAWOC Travel Backpack - Versatile 40 Litre Backpack for Men and Women, Laptop Backpack with water resistant fabric, Casual Bag Suitable for All Occasions",₹989,5.0,1,B0CFFLYSVS,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzk3MTc0NjM1MDQ4NjU4OjE2OTc4OTEwODU6c3BfYnRmOjMwMDA2MzU1NTc0MjQzMjo6MDo6&url=%2FTRAWOC-Travel-Backpack-Versatile-Occasions-Navyblue%2Fdp%2FB0CFFLYSVS%2Fref%3Dsr_1_53_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891085%26sprefix%3Dba%252Caps%252C283%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695","Presenting the TRAWOC Travel Backpack, an ideal companion for men and women seeking an adventurous journey or a relaxing weekend getaway. Its generous 40-liter capacity, measured at 55 cm x 33 cm x 23 cm, makes it a perfect fit for a trip. Designed for convenience and style, this backpack features two zipper pockets for handy storage, and both side water bottle pockets for quick hydration access. This versatile backpack bag can also serve as a laptop backpack, thanks to its padded laptop sleeve specially designed to accommodate a 15.6 inch laptop. Built from premium quality water-resistant fabric, this large backpack for men and women assures the safety of your belongings, shielding them from unpredictable weather conditions. The main compartment is spacious and designed for easy organisation, while the additional compartments offer extra room for your essentials. It features premium quality YKK zippers and buckles, ensuring durability and long-lasting use. Comfort hasn't been compromised in this stylish backpack. The breathable mesh padded back panel and mesh padded shoulder straps provide comfort and prevent overheating during long travels. The shoulder straps are fully adjustable, allowing you to customise the fit according to your comfort. This travel bag for men and women is not just a backpack; it's a commitment to quality and convenience. With a 3-year manufacturer warranty, TRAWOC ensures you will enjoy every journey with your travel backpack. This backpack is not just ideal for travelling, but also perfect for hiking, trekking, office use or even as a trendy daypack. Whether you're a tourist going on a foreign tour, a boy off to a weekend trip, or a woman looking for a big size, stylish, and practical travel bag, TRAWOC has you covered. Experience the blend of durability, comfort, and style with TRAWOC Travel Backpack."
66,"Arctic Hunter Gaming Backpack Bag for 15.6 inch Laptop, Biking Backpack, Water-Resistant Stylish Semi-Hard Armored Backpack with USB Port for Men and Women Daily Use Students, Black","₹2,491",4.4,204,B07X399726,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0Nzk3MTc0NjM1MDQ4NjU4OjE2OTc4OTEwODU6c3BfYnRmOjIwMDY4MTk0MzM0MTAzOjowOjo&url=%2FSemi-Hard-Anti-Theft-Backpack-Waterproof-Charging%2Fdp%2FB07X399726%2Fref%3Dsr_1_54_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891085%26sprefix%3Dba%252Caps%252C283%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"‎AH Arctic Hunter, Hoteon Trading Pvt. Ltd., #191, BOOHBCS (BANK COLONY),BTM 2nd Stage, Bangalore-560068. Phone 9148183707 or customercare@hoteon.com","Arctic HunterArctic Hunter Backpack,Pack the world in your backpackPrevious pageTo create products that inspire people to get out and live passionate lives; exploring, creating, and living life in the moment!Business And College BackpackVisit the StoreBusiness And College BackpackVisit the StoreRecommend BackpackTravel BackpackVisit the StoreRecommend BackpackNew Release- Travel BackpackNew Release -  Backpack 2New - Messenger BagSling Bag & Shoulder BagVisit the StoreNew ReleaseVisit the StoreNew Release - Messenger BagChest BagVisit the StoreNext page"
67,"Half Moon 35L Water Resistant 15.6 inch Laptop Bag/ Backpack, Navy Blue | Office Bag for Men and Women with Padded Laptop Compartment | Rain Cover & Reflective Strips",₹499,3.9,"17,634",B085MHDJ93,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDgzMTAyMjAzNDc1NjU4OjE2OTc4OTExNjA6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_49_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891160%26sprefix%3Dba%252Caps%252C283%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Amazing Bags,"Half Moon Backpack - A Quality of BackpacksWe(Half Moon) are sellers and manufacturers of various types of Customized Bags. Our product array comprises Backpacks, Sports Bags, Duffel Bags, Drawstring Bags, etc. These bags accomplish the customer's specifications and requirements. We provide these bags in numerous colors, designs, shapes, shades, patterns, etc. Our bags are known for lightweight, easy carrying, versatile usage, and durable nature.FeaturesDURABLE MATERIAL:Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women.COMFY & STURDY:Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers.INNER MATERIAL:The material used in the inner compartments is thin yet strong and durable so, be assured of its quality. Thin material is used inside to make it lightweight & comfortable in carrying and to protect it from wear & tear.LOTS OF STORAGE SPACE & POCKETS:One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that too organised.OTHER FEATURES:Rain cover, Reflector logo, Two water bottle/umbrella pockets, Secret-pocket at bottom for Rain cover and other stuffs, High-Quality zippers, Bartacks on pressure points for extra strength, Ergonomic design, etc.Casual Stylish BackpackThis trendy backpack comes with multiple pockets and compartments and is very spacious and can accommodate all your stuff and will still be left with more space. With all features like padded handle, padded laptop compartment, reflector logo, bottle pockets, rain/dust cover etc, there is nothing that this backpack does not offer.Backpack for Every NeedsThis MADE IN INDIA Product features 3 large zippered compartments, 2 water bottle /umbrella pockets, Rain cover, Laptop Compartment, Top padded Handle for comfort. Its ergonomics comfortable design makes you forget the load you are carrying,Spacious compartmentsThis casual backpack comes with three spacious zippered compartments which can accommodate your notebooks and other essentials with ease. Store your umbrella, notebooks and water bottle in this spacious bag and move around comfortably all day.Comfort & QualityThis casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.Rain / Dust CoverThis backpack includes a separate rain/dust cover which can be very handy. It keeps your valuables safe and secure from rain and dust and keeps the backpack neat and clean for a longer period of time.Proudly Made in IndiaHalf Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.Shipped Directly from FactoryHalf Moon offers high-quality bags at the lowest prices. We offer bags directly from factory to the customer to provide the bag at lowest prices possible.Half Moon 35L Casual Waterproof Laptop Office School Backpack with Rain CoverHalf Moon Large 37L Laptop College School Bag Backpack for Men & WomenHalf Moon 35 L 15.6 inch Waterproof Laptop Office School Bag Backpack Rain CoverHalf Moon 35 L Waterproof Laptop Office School Bag Backpack with Rain CoverHalf Moon Water resistant Travelling Laptop Rucksack BackpackSize & Dimensions48 x 35 x 21 cm22 x 30 x 50 cm48 x 35 x 21 cm48 x 35 x 21 cm49 x 36 x 22 cmColorNavy BlueAvailable in Navy/Black/Sky BlueBlackNavy & OrangeBlackCapacity35 Litres37 Litres35 Litres35 Litres35 LitresBar-tacks✓✓✓✓✓Rain Cover✓✓✓✓✓Country of OriginIndiaIndiaIndiaIndiaIndia"
68,"Half Moon Curiosity 35L Water Resistant 15.6"" Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Slim Durable Backpack",₹689,3.8,199,B09S3ZK3N1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDgzMTAyMjAzNDc1NjU4OjE2OTc4OTExNjA6c3BfYXRmX25leHQ6MjAxNDU5OTU3NjIxOTg6OjA6Og&url=%2FHalf-Moon-Curiosity-Backpack-Resistant%2Fdp%2FB09S3ZK3N1%2Fref%3Dsr_1_50_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891160%26sprefix%3Dba%252Caps%252C283%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Half_Moon(Amazing Bags),"Half Moon Backpack - A Quality of BackpacksWe(Half Moon) are sellers and manufacturers of various types of Customized Bags. Our product array comprises Backpacks, Sports Bags, Duffel Bags, Drawstring Bags, etc. These bags accomplish the customer's specifications and requirements. We provide these bags in numerous colors, designs, shapes, shades, patterns, etc. Our bags are known for lightweight, easy carrying, versatile usage, and durable nature.FeaturesDURABLE MATERIAL:Made with strong polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all, i.e. boys, girls, men and women.COMFY & STURDY:Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers.INNER MATERIAL:The material used in the inner compartments is thin yet strong and durable so, be assured of its quality. Thin material is used inside to make it lightweight & comfortable in carrying and to protect it from wear & tear.LOTS OF STORAGE SPACE & POCKETS:One separate Padded laptop compartment. Multiple compartments can store lots of stuff, that is too organised. It has an internal organiser which is small pockets inside the first compartment for pens, diary, phone etc.OTHER FEATURES:Rain cover, Internal Organiser, Reflector logo, Two water bottle/umbrella pockets, Secret-pocket at bottom for Rain cover and other stuffs, High-Quality zippers, Bartacks on pressure points for extra strength, Ergonomic design, etc.Casual Stylish BackpackThis trendy backpack comes with multiple pockets and compartments and is very spacious and can accommodate all your stuff and will still be left with more space. With all features like padded handle, padded laptop compartment, internal organiser, reflector logo, bottle pockets, rain/dust cover etc, there is nothing that this backpack does not offer.Backpack for Every NeedsThis MADE IN INDIA Product features 2 large zippered compartments, 2 water bottle /umbrella pockets, Rain cover, Padded Laptop Compartment with 360° Protection, Top padded Handle for comfort, Reflective Stickers & Brand Logo for safety while travelling at night. Its ergonomics comfortable design makes you forget the load you are carrying,Space & ComfortThis laptop backpack comes with two spacious zippered compartments which can accommodate your notebooks and other essentials with ease. This casual bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Bartacks on every pressure point for extra durability.Small PocketsThis backpack features an Internal Organiser that is small pockets inside the front compartment for holding pens, ID cards, etc. These pockets are very useful in organizing your small day-to-day items.Rain / Dust CoverThis backpack includes a separate rain/dust cover which can be very handy. It keeps your valuables safe and secure from rain and dust and keeps the backpack neat and clean for a longer period of time.Proudly Made in IndiaHalf Moon is proud to be an Indian Brand. We understand the importance of Indian manufacturing and supply chains. It is the time when we revive local industries that's why this bag is Made in India by Indians using Indian materials.Shipped Directly from FactoryHalf Moon offers high quality bags at lowest prices. We offers bags directly from factory to the customer to provide the bag at lowest prices possible.Half Moon Curiosity 35L Travel Laptop College School BackpackHalf Moon 45L Hammer Laptop Travelling BackpackHalf Moon 35 L 15.6 inch Waterproof Laptop Office School Bag Backpack Rain CoverHalf Moon 35L Casual Waterproof Laptop Office School Backpack with Rain CoverHalf Moon Large 37L Laptop College School Bag Backpack for Men & WomenSize & Dimensions48 x 34 x 23 cm54 x 36 x 25 cm48 x 35 x 21 cm48 x 35 x 21 cm50 x 30 x 22 cmColorNavy BlueBlackBlackNavy BlueBlack & OrangeCapacity35 Litres45 Litres35 Litres35 Litres37 LitresBar-tacks✓✓✓✓✓Rain Cover✓✓✓✓✓Country of OriginIndiaIndiaIndiaIndiaIndia"
69,"TRUE HUMAN® Emperor Anti-Theft Pocket backpack With USB charging Port Laptop,office,college,travel bag for men and women(Epower)",₹499,3.7,470,B0BYB631NR,https://www.amazon.in/TRUE-Emperor-Anti-Theft-backpack-charging/dp/B0BYB631NR/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-51,Rama luxury store,Not Mention
70,"TRUE HUMAN EMPEROR®Multi-purpose backpack With USB charging Port Laptop,office,college,travel bag for men and women (WIZ)",₹499,4.0,11,B0CCLKZ21R,https://www.amazon.in/TRUE-HUMAN-EMPEROR%C2%AEMulti-purpose-backpack-charging/dp/B0CCLKZ21R/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-52,Not Mentioned,"Key FeaturesUSB Charging PortA USB charging connector is available on the laptop backpack, which is perfect for charging your phone or other electronic devices when in need.Trolley StrapThe insertible pull rod box design allows the bag to slide over the luggage handle for easy mobility during traveling. Comfortable airflow back ergonomics design with soft padding, gives you maximum back support.Multi-Level OrganizerThe backpack has a front zipper pocket for the ID card, Sanitizer,masks, House keys, Pen. First compartment with pockets for the earphones, pens, notebook, Fitness BandEasy to carryPuffed handles & back to assist you with comfort.Premium MaterialThis multifunctional bag is made of high quality Water Repellent polyester material. For the inner lining, soft feel premium quality polyester is used. The hardware such as strengthened hooks, zippers and buckles used are wear resistant, smooth, of premium quality and durable.Laptop sleeve specialIn this backpack special padded laptop sleeve this is product your laptop and tab etc.Only usb port not power bank aviliableA USB charging connector is available on the laptop backpack, but we have not pervoide power bank in this backpack. please take care this instruction."
71,PALAY® Tote Bags For Women Bag Corduroy Large Capacity Reusable Shopping Bag Washable Shoulder Bags HandBags for School Work Shopping Travel Daily Use Grocery,₹488,4.3,105,B0BNX437F8,https://www.amazon.in/Corduroy-Reusable-Shopping-Washable-Shoulder/dp/B0BNX437F8/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-53,PALAY,"Cute Printed PatternThis soft corduroy grocery bag has cute white dots pattern, which looks really attractive and fashionable for that daily styling.Ample StorageThe overall size of this corduroy bag is 13""*13""*4"", composing of one-main compartment and two- open pouches inside for easy access. The closure consists of two-metal snap buckles, making it comfortable to carry.Foldable and LightweightThis utility handbag is easy-to-hold and can be easily folded. Providing it a compact structure and unique for daily usage. It also has fine stitching and reinforced handle, which make it durable."
72,Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Dark Grey),₹189,3.4,146,B0BX9GLFD6,https://www.amazon.in/Murano-Casual-daybackpack-Office-College/dp/B0BX9GLFD6/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-54,"‎Avon Lifestyle Pvt Ltd, Bhiwandi 421302 Customer Care Email : customercare@avongroup.in, Customer Care Contact: 9321366003","EXCELLENT QUALITY MATERIAL: This fantastic backpack is made of good-quality polyester, which makes it extremely durable and ideal for long-term use. It has a 10 L capacity."
73,Amazon Basics 20 ltrs Casual/Travel/College Backpack for 15.6-inch Laptop | Water Resistant Fabric,₹359,4.0,427,B09W4WJ1CB,https://www.amazon.in/Amazon-Basics-Casual-Backpack-15-6-inch/dp/B09W4WJ1CB/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-55,"‎FLAB INTERNATIONAL PRIVATE LIMITED, FLAB INTERNATIONAL PRIVATE LIMITED ,PLOT NO. 357 E, PACE CITY-2, SEC-37, GURGAON - 122001 (HARYANA) INDIA","Offers comfortThe easily accessible front pocket with a zipper helps store stationery, books, notepads, phones, etc. for quick access. Well-cushioned shoulder straps make it easy to carry all items.Safe for e-devicesThe main compartment of the AmazonBasics- Casual Backpack is well-cushioned, providing support to expensive electronic devices like laptops, tablets, etc.Top-qualityThe backpack is made from durable, water-resistant polyester fabric, ensuring it will last you a long time."
74,"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","₹1,599- ₹1,899",4.3,"1,332",B0BGSV19KZ,https://www.amazon.in/Red-Lemon-Backpack-Multifunctional-Charcoal/dp/B0BGSV19KZ/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-56,Encon Impex Pvt Ltd,"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls"
75,"DARK HORSE Laptop Bag Leather Briefcase 15.6 Inch Messenger Bag Satchel for Men, Padded Laptop Compartment 12 Liters , Water Resistant Shoulder Bag with Strap, Durable Office Bag, for Laptop",₹799,4.0,153,B0BJZF92F6,https://www.amazon.in/DARK-HORSE-Briefcase-Messenger-Compartment/dp/B0BJZF92F6/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-57,DARK HORSE,"DARK HORSE Laptop Bag Made of heavy-duty and water-resistant synthetic leather fabric with a clean, convenient design to create a laptop case bag that is perfectly suited to modern life. It can protect your belongings from a small splash of water or light rain; nice stitching, well made, classic and stylish. It's a very durable laptop bag tablet bag. You can put a laptop, MacBook Pro, A4 books, iPad, glasses, wallet, keys, cell phone, umbrella, and document in the satchel bag. It's a comfortable and padded book bag for working, traveling, school, and casual everyday use. Ideal for men, women, teens, high school students, college students, boys, girls, etc. This bag is a great gift idea for Father's Day, Mother’s Day, Birthdays, Valentine's Day, Festivals, Graduation, or any occasion which calls for a gift."
76,"Safari Spartan 21 Ltrs Water Resistant Backpack - Blue, S (SPARTAN19CBBLU)",₹599,3.8,"1,073",B09B26MB5M,https://www.amazon.in/Safari-Spartan-Water-Resistant-Backpack/dp/B09B26MB5M/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-58,Safari Industries,Not Mention
77,"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Olive 35L, Unisex Bag",₹999,4.5,25,B0C9H8W6K6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDgzMTAyMjAzNDc1NjU4OjE2OTc4OTExNjA6c3BfbXRmOjMwMDAxNDkzMTQ4NDczMjo6MDo6&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9H8W6K6%2Fref%3Dsr_1_59_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891160%26sprefix%3Dba%252Caps%252C283%26sr%3D8-59-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,STRABO BAGS AND ACCESSORIES LLP,Curated specially for Bag with High Functionality. Premium Design crafted with Trendy Look
78,"TRAWOC Travel Backpack - Versatile 40 Litre Backpack for Men and Women, Laptop Backpack with water resistant fabric, Casual Bag Suitable for All Occasions",₹989,5.0,1,B0CFFLYSVS,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NDgzMTAyMjAzNDc1NjU4OjE2OTc4OTExNjA6c3BfbXRmOjMwMDA2MzU1NTc0MjQzMjo6MDo6&url=%2FTRAWOC-Travel-Backpack-Versatile-Occasions-Navyblue%2Fdp%2FB0CFFLYSVS%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697891160%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"TRAWOC, TRAWOC Gears, Customer care: mail@trawoc.com, Whatsapp: 86067 96695","Presenting the TRAWOC Travel Backpack, an ideal companion for men and women seeking an adventurous journey or a relaxing weekend getaway. Its generous 40-liter capacity, measured at 55 cm x 33 cm x 23 cm, makes it a perfect fit for a trip. Designed for convenience and style, this backpack features two zipper pockets for handy storage, and both side water bottle pockets for quick hydration access. This versatile backpack bag can also serve as a laptop backpack, thanks to its padded laptop sleeve specially designed to accommodate a 15.6 inch laptop. Built from premium quality water-resistant fabric, this large backpack for men and women assures the safety of your belongings, shielding them from unpredictable weather conditions. The main compartment is spacious and designed for easy organisation, while the additional compartments offer extra room for your essentials. It features premium quality YKK zippers and buckles, ensuring durability and long-lasting use. Comfort hasn't been compromised in this stylish backpack. The breathable mesh padded back panel and mesh padded shoulder straps provide comfort and prevent overheating during long travels. The shoulder straps are fully adjustable, allowing you to customise the fit according to your comfort. This travel bag for men and women is not just a backpack; it's a commitment to quality and convenience. With a 3-year manufacturer warranty, TRAWOC ensures you will enjoy every journey with your travel backpack. This backpack is not just ideal for travelling, but also perfect for hiking, trekking, office use or even as a trendy daypack. Whether you're a tourist going on a foreign tour, a boy off to a weekend trip, or a woman looking for a big size, stylish, and practical travel bag, TRAWOC has you covered. Experience the blend of durability, comfort, and style with TRAWOC Travel Backpack."
79,ADISA Women's Girls Party Sling Bag Crossbody,₹309,4.0,692,B0B2WBJ2H8,https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-61,ADISA,"Box sling bag made with high quality PU with fancy show fitting on the front. The sling belt is a full length PU belt which is height adjustable. Inside it has 1 main compartment for convenience of storing your essentials with ease and without any hassle. This is a new and fresh design which is trending in the current fashion season. A classy and stylish sling perfect for parties and clubbing, or for casual daily use."
80,POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 LTR Hedge Polyester - Black- Medium,"₹1,329",3.8,"1,344",B09CQ5T3LN,https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-62,Not Mentioned,"Pump up your style quotient a notch higher as you step out carrying casual backpack from the house of Police. It has a vibrant and stylish design, along with the added benefit of spacious interiors. Made from polyester, this backpack features a black color along with the brand name in front. It also has multiple compartments with zippers along with a stylish design, the bag has padded adjustable back straps that provide carrying comfort. The back panel is also finely padded for ease when you are carrying the backpack. This provides resistance from sweat along with ease of carrying the bag when you are on the move.Padded Back StrapsThe bag has padded adjustable back straps that provide carrying comfort. The back panel is also finely padded for ease when you are carrying the backpack. This provides resistance from sweat along with ease of carrying the bag when you are on the move."
81,RIGHT CHOICE quality stylish casual backpack daily use unisex typography college bags (Boys and Girls),₹299,3.5,"1,014",B07ZVXDHCK,https://www.amazon.in/Right-Choice-Stylish-College-Backpack/dp/B07ZVXDHCK/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-63,Right Choice,"A stylish bag that always looks as good as you do. Comfortable to carry without compromising on style/fashion. It is designed to be convenient, and has safe storage. Makes a standout addition to your collection"
82,"FUR JADEN 15.6 Inch Laptop Backpack 25 LTR Bag for School, College and Office with USB Charging Port",₹429,3.9,"10,509",B07J46KLFP,https://www.amazon.in/Casual-Backpack-Charging-Laptop-Compartment/dp/B07J46KLFP/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1697891160&sprefix=ba%2Caps%2C283&sr=8-64,Fur Jaden,"Fur Jaden, inspired by the generation of young achievers. They aim to craft accessories with thoughtful design, good aesthetics and functionality which could accompany many confident men and women who face their urban adventures with effortless charm, cool confidence, and fearless spirit. Traveling is a challenge, be it in search of an adventure or your daily trips to school/college or office. You need an organized backpack to carry your essentials with ease. Fur Jaden brings to you a versatile multi-purpose backpack that won’t just organize your stuff for you but also lets your charge your phone on the go.Stylish and VersatileMade of durable polyester fabric these bags are apt for those who like to be organized and super stylish.High DurabilityMade from polyester fabric these backpacks do not wear quickly, they are durable and flexible enough to resist wrinkling and shrinking. The high aesthetic quality of the backpack makes it a truly functional accessory.Multiple Pockets and CompartmentsMultiple compartments make organizing more fun and easier. Separate pockets to hold a laptop of up to 15inches and also a pocket to hold a tablet, mobile phones, charger and other such essentials. Keep most of your belongings in one bag.Water-ResistantThis Fur Jaden backpack is made of water-resistant polymer material. Prevents damage of your belongings inside the bag during rain or sudden splashes.Lightweight and SpaciousThe backpack is spacious and at the same time very handy. The weight of the backpack by itself is 450 grams and it has a capacity to carry up to 25litres in volume. Making it a breeze to carry around without adding much of a weight to your essentials.USB Charging PortThe other essential feature of this backpack is its attached charging dock. Now charge your phone while you’re on the move. Connect your power bank to the docket inside the backpack and use it to charge your phone.Padded StrapsEqually distributes the weight on each shoulder with a fitting and stylish shoulder straps. The padded straps prevent any sort of discomfort or pain to the shoulders."
